اسم اللاعب;العمر;المركز;عدد التمريرات;دقة التمريرات (%);عدد التسديدات;عدد الأهداف;نسبة النجاح في المواجهات (%);السرعة القصوى (كم/س);المسافة المقطوعة (كم);معدل نبض القلب;نسبة التعب في نهاية الشوط;التقييم العام;تصنيف اللاعب
سالم القحطاني;27;حارس;32;70.96;11;1;57.33;29.49;7.59;157;36.37;44.75;غير موهوب
عبدالله العتيبي;28;دفاع;9;94.77;2;0;84.11;28.22;6.54;125;39.75;43.26;غير موهوب
تركي العتيبي;27;هجوم;78;67.36;7;3;87.68;25.44;6.47;141;20.93;48.54;موهوب
تركي الرويلي;22;هجوم;90;74.24;1;1;57.12;29.35;6.75;166;44.18;52.18;موهوب
أحمد الغامدي;25;دفاع;84;83.39;8;3;55.91;26.05;8.40;138;16.18;46.99;موهوب
عبدالله الشمري;24;هجوم;72;84.83;3;4;85.08;31.99;8.71;172;24.48;54.01;موهوب
راكان العتيبي;26;حارس;86;78.59;9;3;70.42;30.06;7.51;183;20.05;54.18;موهوب
تركي الحربي;17;دفاع;50;81.04;7;5;63.77;25.97;7.69;144;45.06;47.73;موهوب
خالد المالكي;26;دفاع;36;70.72;4;0;84.13;26.31;10.25;122;29.62;42.56;غير موهوب
تركي القحطاني;26;دفاع;30;88.18;6;0;55.3;28.16;9.49;126;40.18;42.59;غير موهوب
أحمد القحطاني;22;وسط;31;65.94;3;3;69.49;26.31;9.03;152;45.49;45.03;موهوب
تركي العنزي;24;هجوم;66;82.27;2;1;51.92;33.89;9.21;128;29.75;44.89;غير موهوب
سالم الزهراني;17;دفاع;21;72.23;5;2;78.48;32.14;6.46;153;15.05;42.82;غير موهوب
ناصر القحطاني;29;هجوم;71;88.76;0;0;57.99;27.35;8.49;164;22.40;48.89;موهوب
سعود العتيبي;25;حارس;24;92.69;2;3;88.61;27.04;10.03;132;11.12;43.39;غير موهوب
سعود الزهراني;15;دفاع;28;72.57;11;3;59.32;29.71;10.05;158;19.42;43.45;غير موهوب
سالم الرويلي;22;دفاع;55;64.24;11;1;88.12;26.01;8.75;171;43.62;52.08;موهوب
تركي الغامدي;19;حارس;76;68.43;4;0;74.29;29.15;9.99;151;20.43;48.14;موهوب
ناصر الزهراني;20;وسط;66;93.02;5;3;52.28;32.12;7.00;156;22.62;48.56;موهوب
خالد القحطاني;23;دفاع;69;90.44;7;3;67.72;30.38;8.68;174;33.39;53.73;موهوب
عبدالله الزهراني;18;وسط;46;78.34;8;0;74.21;29.99;7.05;152;47.50;49.23;موهوب
محمد الرويلي;27;وسط;16;87.13;7;2;60.05;27.55;6.45;122;35.24;40.38;غير موهوب
سعود الغامدي;25;دفاع;45;63.84;0;1;40.24;26.12;6.65;151;48.99;42.54;غير موهوب
سعود المالكي;18;وسط;69;86.04;8;2;75.44;24.91;7.17;175;9.53;50.79;موهوب
راكان المالكي;24;حارس;78;84.10;8;5;50.85;26.86;8.34;164;10.51;48.41;موهوب
أحمد المالكي;23;هجوم;27;89.88;5;0;54.13;30.15;9.42;122;36.47;41.56;غير موهوب
راكان العتيبي;17;وسط;31;85.17;8;3;63.54;28.96;7.75;159;17.39;44.87;غير موهوب
محمد الحربي;25;وسط;72;67.56;9;0;61.1;28.36;10.57;133;20.93;44.72;غير موهوب
أحمد البلوي;27;هجوم;57;83.29;2;0;66.71;31.63;9.37;132;15.53;44.17;غير موهوب
ناصر الرويلي;23;دفاع;55;78.43;10;1;43.9;28.34;10.26;129;32.37;43.14;غير موهوب
ناصر القحطاني;29;هجوم;74;74.14;7;1;75.7;29.50;7.77;160;14.76;49.32;موهوب
سالم المالكي;17;دفاع;52;86.80;4;1;45.15;24.03;6.17;144;22.93;42.90;غير موهوب
سالم القحطاني;24;دفاع;35;86.59;0;1;54.45;30.63;7.73;135;27.17;41.95;غير موهوب
سالم العنزي;24;هجوم;22;92.83;10;0;79.7;30.47;6.85;135;34.31;45.68;موهوب
محمد الغامدي;30;وسط;74;84.72;3;1;49.02;29.35;6.39;172;47.42;51.88;موهوب
أحمد الرويلي;24;وسط;28;84.96;8;2;59.02;28.83;8.31;129;13.10;40.14;غير موهوب
تركي المالكي;24;دفاع;41;86.55;10;1;76.65;32.48;7.79;170;33.31;50.97;موهوب
عبدالله الغامدي;25;وسط;74;90.28;0;0;89.97;25.30;9.35;145;46.59;53.39;موهوب
سعود الغامدي;26;حارس;40;92.04;7;0;83.58;32.31;8.33;139;23.23;47.28;موهوب
راكان الزهراني;19;حارس;28;87.26;0;0;44.81;34.20;8.86;167;22.39;43.61;غير موهوب
خالد العتيبي;26;هجوم;21;90.39;4;3;46.37;29.76;11.05;150;20.71;41.81;غير موهوب
محمد المالكي;16;حارس;44;81.54;10;0;66.03;33.32;10.40;156;18.37;46.63;موهوب
راكان الزهراني;24;وسط;39;81.55;5;1;71.33;33.93;7.88;132;10.91;42.51;غير موهوب
أحمد القحطاني;15;حارس;81;77.51;12;1;76.17;33.24;10.87;150;17.14;50.99;موهوب
سعود الزهراني;21;هجوم;39;74.40;9;5;61.75;31.45;7.61;153;9.26;43.39;غير موهوب
ناصر العتيبي;24;دفاع;13;69.04;1;2;50.42;25.16;8.30;158;21.77;38.74;غير موهوب
تركي الغامدي;18;حارس;36;72.19;3;3;52.1;31.42;6.92;128;32.59;40.58;غير موهوب
راكان الغامدي;15;هجوم;47;69.39;4;5;86.41;27.36;11.70;145;17.59;45.94;موهوب
خالد المالكي;24;هجوم;83;87.19;4;4;61.3;34.00;6.54;174;43.92;55.33;موهوب
محمد العتيبي;25;هجوم;66;62.33;7;4;53.48;32.19;9.96;126;36.53;44.17;غير موهوب
راكان الغامدي;20;دفاع;66;72.46;2;0;72.85;29.81;8.20;117;20.77;43.23;غير موهوب
خالد الرويلي;24;هجوم;36;74.79;2;2;43.38;29.16;10.87;173;48.45;46.63;موهوب
راكان العنزي;25;حارس;14;73.46;9;5;81.06;29.17;10.47;147;26.04;43.91;غير موهوب
عبدالله البلوي;17;وسط;19;71.65;8;1;58.26;26.75;10.73;153;23.10;41.28;غير موهوب
سالم الزهراني;27;حارس;45;83.45;3;1;56.63;29.20;9.39;150;14.26;43.55;غير موهوب
تركي العنزي;24;هجوم;41;90.17;6;4;66.43;23.91;9.86;155;30.50;47.43;موهوب
راكان الزهراني;28;حارس;7;64.36;2;3;60.34;33.69;8.52;154;21.84;39.42;غير موهوب
راكان الغامدي;19;حارس;57;79.53;6;5;64.18;33.72;6.74;178;37.10;51.92;موهوب
محمد الرويلي;23;وسط;70;68.96;8;5;74.03;27.41;9.12;158;37.03;50.84;موهوب
فهد المالكي;22;حارس;42;77.22;6;1;43.03;28.72;6.78;157;28.54;43.37;غير موهوب
راكان الزهراني;26;وسط;47;69.32;5;0;89.42;28.03;9.57;163;47.53;50.99;موهوب
راكان العتيبي;21;حارس;89;79.93;3;2;43.25;24.46;9.18;118;11.70;42.28;غير موهوب
راكان الحربي;18;حارس;87;79.44;11;2;89.68;29.05;9.87;165;46.96;57.78;موهوب
خالد الغامدي;30;وسط;24;68.81;6;5;52.44;30.99;7.35;142;37.71;41.59;غير موهوب
سعود المالكي;18;حارس;50;79.32;1;0;81.91;34.10;10.55;159;10.65;47.39;موهوب
عبدالله القحطاني;19;دفاع;46;85.03;10;5;87.33;29.15;7.04;132;46.85;49.82;موهوب
تركي القحطاني;28;هجوم;85;89.49;12;6;79.25;25.37;6.14;132;48.60;53.76;موهوب
سعود العنزي;22;حارس;17;63.79;0;0;63.81;31.96;9.13;137;22.38;38.34;غير موهوب
راكان العنزي;23;وسط;50;74.25;7;1;46.29;30.44;9.33;157;27.81;44.79;غير موهوب
فهد العنزي;27;وسط;20;66.43;3;0;45.58;30.62;9.52;156;13.33;38.28;غير موهوب
أحمد الزهراني;25;حارس;29;66.89;3;2;59.14;31.43;7.64;129;37.10;40.58;غير موهوب
محمد الحربي;19;هجوم;72;76.59;6;0;69.79;26.16;5.83;132;10.89;44.36;غير موهوب
سعود العنزي;23;هجوم;34;88.45;0;1;61.83;30.89;5.88;155;41.62;46.52;موهوب
عبدالله الحربي;21;حارس;16;88.46;9;1;48.48;30.37;6.07;120;29.77;38.79;غير موهوب
خالد القحطاني;16;دفاع;25;65.84;11;3;44.87;29.72;7.02;146;18.47;38.99;غير موهوب
فهد الشمري;28;وسط;20;90.18;3;0;60.41;32.58;6.59;167;39.48;46.58;موهوب
أحمد العتيبي;27;حارس;52;63.29;6;4;78.65;33.73;7.51;148;10.76;44.88;غير موهوب
عبدالله العنزي;20;هجوم;66;71.57;2;0;44.54;29.39;11.80;136;16.65;41.99;غير موهوب
محمد البلوي;25;هجوم;50;93.38;0;1;89.66;32.95;9.95;177;49.04;55.89;موهوب
تركي الزهراني;28;حارس;73;63.85;0;0;61.57;31.18;10.05;130;16.32;42.89;غير موهوب
راكان القحطاني;16;هجوم;63;69.55;6;2;87.2;28.11;9.62;129;15.29;45.53;موهوب
تركي المالكي;16;هجوم;18;82.85;5;5;63.28;24.73;7.81;159;34.44;44.46;غير موهوب
محمد الزهراني;24;هجوم;74;92.32;2;2;72.07;32.96;8.24;171;38.69;54.81;موهوب
تركي العنزي;16;وسط;58;82.39;11;4;82.73;32.72;11.15;125;39.60;49.62;موهوب
سعود العنزي;22;هجوم;33;90.18;4;2;84.39;31.68;7.84;134;16.78;44.87;غير موهوب
أحمد الرويلي;16;دفاع;58;65.06;4;1;46.7;26.43;10.30;171;26.35;45.43;موهوب
محمد الغامدي;24;دفاع;61;60.46;0;2;50.99;24.82;9.11;130;43.49;42.43;غير موهوب
فهد الزهراني;17;حارس;63;82.62;1;1;56.4;31.96;10.95;138;33.28;46.47;موهوب
ناصر الغامدي;30;حارس;69;68.87;2;2;78.01;29.70;9.50;134;25.96;46.56;موهوب
سالم العتيبي;18;حارس;19;89.59;8;0;62.99;29.36;8.64;118;43.92;42.17;غير موهوب
تركي القحطاني;26;هجوم;17;92.83;1;1;84.34;30.62;10.24;132;26.17;43.91;غير موهوب
ناصر العنزي;21;دفاع;68;66.23;3;0;40.45;31.67;10.09;146;34.79;44.47;غير موهوب
راكان الرويلي;17;دفاع;76;94.58;1;0;61.13;30.93;10.89;176;45.15;55.07;موهوب
خالد الشمري;18;وسط;25;83.14;3;5;69.41;30.10;11.20;159;17.28;44.79;غير موهوب
فهد العتيبي;27;هجوم;69;72.98;5;2;82.47;26.50;10.52;134;41.99;49.39;موهوب
فهد الغامدي;22;دفاع;28;60.42;7;6;73.81;29.81;8.58;160;22.08;43.97;غير موهوب
سالم الغامدي;26;هجوم;27;70.44;4;2;55.74;27.94;10.50;125;17.31;37.77;غير موهوب
سعود الحربي;23;حارس;19;80.07;1;1;40.34;25.04;7.19;122;45.97;37.96;غير موهوب
راكان الشمري;24;حارس;62;62.59;4;1;77.06;32.39;6.33;120;10.58;41.77;غير موهوب
راكان العنزي;20;هجوم;36;77.72;11;5;50.38;24.70;10.39;142;19.60;41.87;غير موهوب
محمد الشمري;15;وسط;27;62.95;3;3;80.01;28.78;11.62;163;40.04;46.60;موهوب
سعود العتيبي;26;دفاع;54;67.65;6;4;49.8;31.76;10.68;182;44.98;50.10;موهوب
فهد العنزي;25;هجوم;52;64.69;1;0;52.61;28.64;10.74;149;27.72;42.93;غير موهوب
راكان الغامدي;23;حارس;56;64.59;5;4;59.93;25.01;10.92;134;28.94;43.15;غير موهوب
أحمد الزهراني;22;دفاع;45;73.78;3;2;75.63;23.74;8.60;174;35.01;48.97;موهوب
خالد الحربي;24;دفاع;51;62.70;5;2;56.16;27.46;10.21;119;48.44;42.44;غير موهوب
تركي القحطاني;16;حارس;79;79.65;8;4;79.09;26.94;9.64;143;40.77;52.23;موهوب
ناصر البلوي;20;وسط;41;75.98;1;1;48.63;24.70;10.59;163;22.72;43.18;غير موهوب
راكان الشمري;17;هجوم;39;60.80;8;2;56.39;28.13;9.82;177;21.69;44.76;غير موهوب
محمد الزهراني;19;حارس;16;85.06;3;0;58.15;25.87;9.46;177;14.45;43.22;غير موهوب
راكان الغامدي;19;هجوم;12;76.63;11;0;60.25;24.82;6.25;136;18.46;38.38;غير موهوب
محمد الزهراني;17;هجوم;49;60.31;6;4;82.62;30.97;9.84;178;47.97;52.08;موهوب
أحمد العتيبي;25;حارس;64;94.30;7;2;70.06;29.65;6.71;142;31.77;49.72;موهوب
راكان العتيبي;19;هجوم;71;63.28;8;1;79.15;28.84;6.99;168;28.80;50.56;موهوب
محمد الغامدي;19;وسط;85;68.76;1;2;85.28;29.88;10.53;128;40.73;50.13;موهوب
أحمد الشمري;18;هجوم;46;94.21;0;0;87.08;34.77;7.10;141;22.50;48.07;موهوب
خالد البلوي;24;حارس;14;78.90;8;0;73.15;29.57;8.37;138;46.01;44.00;غير موهوب
سعود العنزي;18;هجوم;80;69.68;2;1;47.08;25.85;9.81;165;47.12;49.73;موهوب
سعود الزهراني;18;دفاع;70;83.94;7;5;55.82;28.47;8.25;170;37.64;51.79;موهوب
عبدالله الزهراني;18;حارس;17;61.53;5;6;62.9;33.86;8.26;120;9.88;36.05;غير موهوب
راكان العتيبي;15;وسط;38;74.70;3;1;74;33.91;11.40;121;23.35;42.26;غير موهوب
فهد العتيبي;17;هجوم;24;76.66;5;1;68.4;29.96;9.50;167;14.47;44.00;غير موهوب
فهد الزهراني;20;حارس;93;90.83;10;3;61.83;32.77;6.82;168;44.53;56.75;موهوب
سالم العنزي;25;حارس;46;71.87;1;2;79.67;32.37;9.96;168;25.75;48.51;موهوب
تركي الزهراني;18;حارس;94;73.31;7;5;86.05;29.58;10.82;134;30.15;52.21;موهوب
محمد الشمري;18;دفاع;61;74.12;0;0;81.35;25.41;9.58;180;34.87;51.81;موهوب
سالم القحطاني;26;دفاع;39;84.61;1;0;41.19;27.28;7.99;166;26.23;43.70;غير موهوب
سعود الحربي;16;هجوم;75;88.88;2;0;69.82;29.33;10.17;137;27.42;48.85;موهوب
خالد الغامدي;17;هجوم;39;70.51;1;0;72.31;29.84;10.77;154;15.95;43.71;غير موهوب
ناصر الحربي;24;دفاع;65;84.72;6;4;53.99;26.35;11.33;132;28.97;45.82;موهوب
أحمد البلوي;21;وسط;31;85.15;6;6;81.36;28.23;6.56;151;48.44;49.30;موهوب
فهد البلوي;19;حارس;14;87.45;8;4;55.9;26.55;9.70;124;13.91;38.17;غير موهوب
عبدالله الغامدي;23;دفاع;20;87.44;6;4;81.26;30.32;9.09;134;50.03;46.90;موهوب
سعود البلوي;17;حارس;14;63.35;5;3;61.51;29.02;7.02;148;12.05;38.11;غير موهوب
راكان البلوي;20;وسط;72;64.31;0;0;81.37;32.66;11.02;170;41.17;52.50;موهوب
خالد الحربي;18;دفاع;72;65.76;6;3;80.4;26.08;7.07;144;19.22;47.06;موهوب
محمد القحطاني;18;هجوم;39;89.31;4;0;86.8;24.44;8.73;144;45.79;49.12;موهوب
أحمد العتيبي;23;حارس;58;85.03;9;0;66.87;26.56;10.58;129;46.03;47.90;موهوب
سالم المالكي;25;هجوم;20;94.09;8;4;79.49;29.20;10.26;177;12.38;48.27;موهوب
محمد الشمري;24;هجوم;75;79.97;5;0;60.8;29.83;8.23;124;13.18;44.00;غير موهوب
ناصر البلوي;26;وسط;15;75.68;1;0;77.67;23.69;8.81;132;44.96;42.09;غير موهوب
خالد الغامدي;21;وسط;23;84.89;2;2;62.97;31.85;6.12;131;40.23;42.67;غير موهوب
خالد الحربي;27;وسط;50;91.92;8;5;53.87;34.02;9.53;143;8.39;44.86;غير موهوب
عبدالله الزهراني;25;حارس;76;84.01;8;5;71.91;26.89;8.65;154;14.35;49.87;موهوب
فهد الشمري;26;حارس;44;85.15;8;1;42.84;31.86;7.54;172;25.19;46.40;موهوب
أحمد الحربي;24;حارس;63;79.26;2;0;87.79;31.57;7.81;148;35.20;50.51;موهوب
راكان الحربي;17;حارس;22;80.07;4;1;50.47;32.05;8.15;154;19.69;41.27;غير موهوب
تركي العنزي;22;وسط;74;77.02;11;3;65.86;26.53;7.95;132;24.76;46.90;موهوب
ناصر العتيبي;25;وسط;31;93.64;4;2;44.77;34.12;11.75;164;11.70;44.11;غير موهوب
تركي الغامدي;26;هجوم;80;74.47;1;0;70.42;26.30;8.45;146;13.63;46.70;موهوب
فهد الزهراني;28;هجوم;23;60.54;0;0;81.11;31.79;8.69;162;18.56;42.85;غير موهوب
أحمد الغامدي;18;وسط;68;79.59;0;1;54.68;30.83;8.28;163;20.29;47.30;موهوب
أحمد البلوي;20;دفاع;64;92.99;6;0;88.31;30.24;9.79;150;45.18;54.06;موهوب
ناصر الشمري;24;وسط;92;92.93;5;5;84.05;32.44;6.48;171;22.64;56.84;موهوب
أحمد الغامدي;15;وسط;42;88.95;4;4;46.12;31.49;7.98;154;38.72;46.36;موهوب
سعود الرويلي;18;هجوم;44;83.50;6;4;43.39;23.37;11.48;147;43.43;45.13;موهوب
تركي المالكي;24;حارس;34;60.73;11;2;86.77;28.23;7.38;138;17.46;42.84;غير موهوب
ناصر القحطاني;17;حارس;51;91.70;1;0;78.21;26.72;10.30;154;21.71;48.29;موهوب
محمد العنزي;26;دفاع;77;64.79;10;1;63.21;30.63;6.97;122;14.39;43.33;غير موهوب
فهد الحربي;29;دفاع;59;89.82;2;0;45.34;31.77;7.21;139;21.17;43.92;غير موهوب
خالد العتيبي;25;هجوم;11;87.00;12;0;84.66;25.75;9.90;179;25.54;48.32;موهوب
فهد الزهراني;29;دفاع;11;83.93;0;0;81.76;26.60;6.91;175;27.42;45.85;موهوب
محمد القحطاني;17;دفاع;40;68.73;0;1;48.89;27.21;9.01;147;40.38;42.47;غير موهوب
سعود الحربي;28;دفاع;23;64.67;5;0;77.77;26.72;10.34;156;17.66;42.35;غير موهوب
راكان العتيبي;20;حارس;27;61.33;8;2;81.77;31.60;10.77;169;19.48;45.66;موهوب
سعود الغامدي;24;وسط;88;92.20;9;0;58.18;26.15;10.80;121;45.84;50.13;موهوب
تركي العتيبي;18;دفاع;55;62.25;9;2;55.62;27.30;8.84;157;38.32;46.15;موهوب
خالد القحطاني;23;وسط;8;68.32;0;0;50.49;33.45;8.38;161;39.44;41.01;غير موهوب
فهد المالكي;28;دفاع;52;78.43;2;3;65.32;32.54;10.84;171;17.19;48.04;موهوب
فهد البلوي;20;حارس;85;72.46;4;3;50.22;28.36;11.36;167;10.42;47.98;موهوب
ناصر الشمري;27;دفاع;74;76.42;8;6;65.06;25.86;8.82;134;27.80;47.33;موهوب
فهد القحطاني;17;دفاع;33;94.13;0;0;59.59;28.45;7.61;135;19.57;41.93;غير موهوب
خالد الرويلي;21;وسط;80;80.25;7;1;71.86;30.90;7.14;167;13.93;51.01;موهوب
عبدالله القحطاني;20;هجوم;45;92.37;1;1;42.39;29.90;10.82;131;16.91;41.15;غير موهوب
خالد الزهراني;19;دفاع;16;77.78;9;2;86.68;26.43;7.00;124;44.24;43.68;غير موهوب
محمد الغامدي;28;دفاع;83;67.80;10;3;65.45;27.19;9.47;150;44.52;51.16;موهوب
فهد العنزي;19;هجوم;55;90.52;6;4;50.47;32.95;7.54;134;39.94;46.71;موهوب
تركي الغامدي;26;دفاع;81;64.02;7;4;54.94;29.37;11.51;120;44.55;46.26;موهوب
محمد العنزي;20;دفاع;30;63.13;10;4;67.34;32.70;6.51;132;32.95;42.07;غير موهوب
سعود الرويلي;26;دفاع;81;77.26;0;0;74.38;30.55;6.60;123;51.21;49.33;موهوب
عبدالله الرويلي;25;هجوم;83;85.33;5;3;65.25;28.18;11.54;157;28.46;51.86;موهوب
تركي المالكي;19;حارس;85;68.22;7;3;61.91;33.31;10.08;159;45.45;52.55;موهوب
سالم البلوي;19;حارس;52;84.99;5;2;49.88;26.18;8.69;126;39.24;43.78;غير موهوب
سعود الزهراني;23;وسط;55;72.55;8;3;52.3;31.77;9.50;140;47.77;46.66;موهوب
راكان المالكي;18;حارس;26;70.45;10;3;60.04;32.36;9.03;169;12.08;43.55;غير موهوب
سالم الغامدي;24;هجوم;91;75.53;10;2;67.06;33.27;7.86;173;48.21;56.44;موهوب
سعود المالكي;28;هجوم;58;89.23;7;3;61.96;24.03;11.12;161;45.09;51.16;موهوب
عبدالله المالكي;22;وسط;27;73.67;6;0;65.6;29.53;9.54;118;31.30;40.07;غير موهوب
عبدالله الحربي;19;حارس;17;64.43;6;0;55.67;25.40;11.07;158;37.94;41.72;غير موهوب
فهد العتيبي;18;دفاع;50;62.42;7;2;75.09;25.01;6.36;177;29.16;48.23;موهوب
سعود العتيبي;18;دفاع;53;77.74;10;1;89.71;27.54;10.94;137;40.13;49.67;موهوب
سعود الحربي;22;هجوم;73;79.82;1;0;86.56;25.48;8.71;136;44.78;50.59;موهوب
أحمد الشمري;29;وسط;38;72.35;2;2;44.94;24.71;10.45;163;24.61;42.45;غير موهوب
سالم العنزي;25;وسط;50;78.10;8;2;62.96;30.02;6.61;130;38.21;45.10;موهوب
محمد الرويلي;25;دفاع;47;84.01;1;0;63.77;28.25;7.49;141;49.47;46.89;موهوب
محمد البلوي;19;دفاع;43;60.13;3;3;68.21;33.36;10.42;175;18.19;46.03;موهوب
خالد المالكي;19;حارس;37;71.58;7;0;44.65;27.97;6.67;141;22.60;39.83;غير موهوب
محمد الغامدي;29;دفاع;24;61.89;0;0;83.6;27.01;11.04;117;26.54;39.01;غير موهوب
راكان الشمري;18;حارس;51;71.57;3;5;54.29;25.10;7.67;139;49.78;45.16;موهوب
راكان المالكي;20;حارس;13;86.72;7;5;86.61;24.34;10.29;148;46.00;47.44;موهوب
خالد الشمري;22;هجوم;13;67.89;0;0;48.15;28.50;6.81;122;23.86;34.47;غير موهوب
راكان الشمري;23;هجوم;22;84.07;9;3;63.44;26.91;8.45;171;31.61;46.61;موهوب
فهد العتيبي;21;حارس;63;83.40;6;5;64.34;26.46;6.58;166;37.98;50.97;موهوب
محمد الرويلي;24;وسط;51;78.22;11;4;62.61;28.43;9.08;179;17.66;49.00;موهوب
